datestop,sex,race,age,city,xcoord,ycoord
6222014,M,B,15,STATEN ISLAND,938923,170110
6222014,M,B,22,STATEN ISLAND,938923,170110
6222014,M,A,26,QUEENS,1030379,191602
6222014,M,Q,45,BROOKLYN,997412,187229
6222014,M,Q,23,QUEENS,1030379,191602
6222014,M,W,32,QUEENS,1030379,191602
6222014,M,B,17,BROOKLYN,1001181,189778
6222014,M,B,19,BROOKLYN,1001181,189778
6222014,M,B,58,QUEENS,1039841,191999
6222014,M,B,37,QUEENS,1056529,156505
6222014,M,B,19,QUEENS,1035451,191799
6222014,M,B,20,MANHATTAN,997399,230992
6222014,M,P,21,STATEN ISLAND,961596,166608
6222014,M,A,23,QUEENS,1034440,189089
6222014,M,P,30,STATEN ISLAND,938384,169629
6222014,M,B,36,QUEENS,1058326,180813
6222014,M,B,33,BRONX,1006476,237941
6222014,Z,Z,16,BROOKLYN,1010270,183758
6222014,M,B,23,BROOKLYN,1010276,183759
6222014,M,Q,33,MANHATTAN,1003997,253873
6222014,M,A,20,QUEENS,1032858,188341
6222014,M,P,30,BROOKLYN,977023,170895
6222014,M,Z,27,MANHATTAN,1000669,243398
6222014,M,Q,30,QUEENS,1020914,210390
6222014,M,B,74,MANHATTAN,995369,221138
6222014,F,W,26,MANHATTAN,1001637,234554
6222014,M,Q,24,QUEENS,1011597,196545
6222014,M,Q,27,QUEENS,1011597,196545
6222014,M,Q,25,QUEENS,1011597,196545
6222014,M,Q,27,QUEENS,1011597,196545
6222014,M,A,17,QUEENS,1038928,193050
6222014,M,B,27,BROOKLYN,988823,194235
6222014,M,Q,18,QUEENS,1025210,189664
6222014,M,B,22,BROOKLYN,985689,148950
6222014,M,Q,47,BRONX,1006832,233697
6222014,M,W,30,STATEN ISLAND,956638,150305
6222014,F,U,62,QUEENS,1025202,205214
6222014,M,B,20,BROOKLYN,1021663,183083
6222014,M,B,24,BROOKLYN,1021663,183083
6222014,M,Z,18,BROOKLYN,1021663,183083
6222014,M,Q,31,BROOKLYN,981028,172597
6222014,M,Q,14,BRONX,1017085,257207
6222014,M,B,19,BRONX,1021739,244529
6222014,M,B,19,BRONX,1021739,244529
6222014,M,Q,20,BRONX,1021739,244529
6222014,M,Q,25,BRONX,1021739,244529
6222014,M,B,34,BROOKLYN,999259,193581
6222014,M,B,12,BROOKLYN,1006516,187582
6222014,M,Q,21,BRONX,1016042,256452
6222014,M,P,49,MANHATTAN,987920,198585
6222014,M,B,17,BROOKLYN,1000527,195727
6222014,M,P,19,BRONX,1014004,255759
6222014,M,W,47,BROOKLYN,984486,168170
6222014,M,W,25,BROOKLYN,992662,171790
6222014,M,B,16,BROOKLYN,989909,186174
6222014,M,P,17,BROOKLYN,989909,186174
6222014,M,Q,15,BROOKLYN,989909,186174
6222014,M,W,17,BROOKLYN,989909,186174
6222014,Z,Q,17,BROOKLYN,989909,186174
6222014,M,A,30,QUEENS,1028788,226342
6222014,M,A,31,QUEENS,1028788,226342
6222014,M,B,17,BROOKLYN,1014622,184377
6222014,M,Q,27,BROOKLYN,991389,192493
6222014,M,A,29,QUEENS,1027995,225940
6222014,M,A,29,QUEENS,1027995,225940
6222014,F,Q,22,QUEENS,1028365,228559
6222014,M,Q,45,QUEENS,1028365,228559
6222014,M,A,39,QUEENS,1027921,224107
6222014,M,U,34,QUEENS,1027921,224107
6222014,M,B,18,MANHATTAN,1001896,235021
6222014,M,B,40,BROOKLYN,996007,173428
6222014,M,B,19,BROOKLYN,984774,150125
6222014,M,Q,42,MANHATTAN,983775,212206
6222014,M,Q,16,BROOKLYN,987060,148800
6222014,M,B,34,MANHATTAN,1002057,234285
6222014,F,B,20,BROOKLYN,986803,191180
6232014,M,B,40,BROOKLYN,1001520,194940
6232014,M,B,18,BRONX,1008129,250473
6232014,M,B,29,QUEENS,1056417,196446
6232014,M,B,38,BROOKLYN,1014057,184266
6232014,M,B,38,BRONX,1015345,236344
6232014,M,B,35,MANHATTAN,1001637,234554
6232014,M,B,18,STATEN ISLAND,961142,163793
6232014,M,Q,24,BRONX,1020862,240780
6232014,M,B,52,MANHATTAN,1002950,251577
6232014,M,Q,33,MANHATTAN,1002186,234514
6232014,M,Q,22,BROOKLYN,1018169,184584
6232014,M,Z,44,MANHATTAN,1000719,229746
6232014,M,Q,49,QUEENS,1029044,188192
6232014,M,P,16,BRONX,1009332,258036
6232014,M,Q,24,MANHATTAN,1001373,231979
6232014,M,A,21,BROOKLYN,981404,162191
6232014,M,W,28,BROOKLYN,981404,162191
6232014,M,B,17,QUEENS,1054815,177812
6232014,M,B,52,QUEENS,1052635,185651
6232014,M,B,25,QUEENS,1049618,179747
6232014,M,B,21,QUEENS,1049618,179747
6232014,M,Q,28,QUEENS,1011597,196545
6232014,M,B,35,QUEENS,1011391,191736
6232014,M,B,52,QUEENS,1011391,191736
6232014,M,B,55,QUEENS,1011391,191736
6232014,M,B,57,MANHATTAN,990862,202874
6232014,M,P,45,MANHATTAN,1001575,232339
6232014,M,B,15,STATEN ISLAND,964099,164890
6232014,M,W,26,BROOKLYN,989472,148971
6232014,M,B,27,BROOKLYN,987896,188472
6232014,M,Q,32,MANHATTAN,989239,201331
6232014,M,Q,39,QUEENS,1022010,191372
6232014,M,Q,50,QUEENS,1028079,191471
6232014,M,Q,48,QUEENS,1028079,191471
6232014,M,W,19,STATEN ISLAND,950447,145906
6232014,M,W,55,BROOKLYN,987772,191476
6232014,M,Q,30,QUEENS,1008372,223861
6232014,M,B,19,QUEENS,1043219,208482
6232014,M,I,20,QUEENS,1043219,208482
6232014,F,Q,43,QUEENS,1010897,220275
6232014,M,B,17,STATEN ISLAND,961273,166477
6232014,M,B,19,MANHATTAN,996117,237029
6232014,M,Q,31,QUEENS,1029041,192895
6232014,M,W,54,QUEENS,1035065,196677
6232014,M,Q,39,BROOKLYN,1011256,181413
6232014,F,W,49,STATEN ISLAND,958956,147388
6232014,M,P,47,STATEN ISLAND,958956,147388
6232014,M,P,18,BRONX,1031985,250020
6232014,M,B,53,BROOKLYN,996422,188236
6232014,M,B,42,BROOKLYN,996422,188236
6232014,M,P,15,BROOKLYN,998613,196806
6232014,M,Q,18,BRONX,1016042,256452
6232014,M,B,22,BROOKLYN,999389,193600
6232014,M,B,22,BROOKLYN,1012926,177511
6232014,M,B,19,BROOKLYN,994180,197484
6232014,M,B,48,MANHATTAN,991183,229273
6232014,M,P,23,MANHATTAN,989481,206417
6232014,M,B,30,QUEENS,998318,212485
6232014,M,B,18,BROOKLYN,1009721,182318
6232014,M,B,22,BROOKLYN,1015655,179057
6232014,M,B,20,BRONX,1021833,252486
6232014,M,B,21,BROOKLYN,1015548,178292
6232014,M,W,20,BROOKLYN,983909,168292
6232014,M,W,23,BRONX,1013910,238398
6232014,M,B,15,BROOKLYN,1006530,182296
6232014,M,B,34,STATEN ISLAND,962222,161715
6232014,M,B,44,MANHATTAN,1001426,239201
6242014,M,Q,20,QUEENS,1048133,212377
6242014,M,Q,23,QUEENS,1048133,212377
6242014,M,Q,18,QUEENS,1048133,212377
6242014,M,Q,17,QUEENS,1048133,212377
6242014,M,B,17,BROOKLYN,995320,190421
6242014,M,B,55,QUEENS,1053792,186759
6242014,M,Q,29,MANHATTAN,1005577,253723
6242014,M,B,48,MANHATTAN,1002220,234996
6242014,M,B,21,QUEENS,1055351,193031
6242014,M,Q,21,QUEENS,1032212,216611
6242014,M,B,19,BROOKLYN,1013383,176517
6242014,M,B,18,BROOKLYN,1013383,176517
6242014,M,P,18,BRONX,1030727,260716
6242014,M,Q,15,BROOKLYN,993880,172748
6242014,M,P,19,MANHATTAN,1003436,250616
6242014,M,B,19,QUEENS,1027891,179323
6242014,M,Q,24,QUEENS,1021642,214188
6242014,M,Q,19,QUEENS,1021642,214188
6242014,M,Q,38,QUEENS,1035706,223977
6242014,M,B,19,BROOKLYN,999949,192594
6242014,M,B,18,QUEENS,1054992,196946
6242014,M,B,20,QUEENS,1054992,196946
6242014,F,B,28,BROOKLYN,1010270,183758
6242014,M,B,31,QUEENS,1037520,194797
6242014,M,B,44,BRONX,1021448,259539
6242014,M,A,22,QUEENS,1036538,184411
6242014,M,B,38,BROOKLYN,983346,178067
6242014,M,B,53,BROOKLYN,983346,178067
6242014,M,Q,34,MANHATTAN,1001575,232339
6242014,M,B,32,BROOKLYN,996437,192149
6242014,M,B,27,BROOKLYN,996437,192149
6242014,M,B,23,BROOKLYN,1011034,181560
6242014,M,B,23,BROOKLYN,1011034,181560
6242014,M,W,28,STATEN ISLAND,943696,136930
6242014,M,W,23,STATEN ISLAND,945458,171637
6242014,M,B,28,STATEN ISLAND,940860,170191
6242014,M,B,23,BROOKLYN,1009254,183432
6242014,M,B,22,QUEENS,1037309,184236
6242014,M,Z,44,STATEN ISLAND,945419,146140
6242014,M,P,20,BROOKLYN,990160,174355
6242014,M,P,18,BROOKLYN,990160,174355
6242014,F,Q,42,QUEENS,1039146,202506
6242014,M,B,48,QUEENS,1039146,202506
6242014,M,Q,21,QUEENS,1020475,197077
6242014,M,P,23,BROOKLYN,988332,191449
6242014,M,B,28,BROOKLYN,999858,189307
6242014,M,W,33,MANHATTAN,990886,213048
6242014,M,B,34,QUEENS,1038229,185152
6242014,F,P,17,STATEN ISLAND,960871,163541
6242014,M,B,19,STATEN ISLAND,960871,163541
6242014,M,Q,18,STATEN ISLAND,939381,170128
6242014,M,W,35,QUEENS,1036004,197649
6242014,M,Q,32,STATEN ISLAND,915593,124832
6242014,M,B,33,QUEENS,1038229,185152
6242014,F,Q,40,MANHATTAN,1001575,232339
6242014,M,B,20,MANHATTAN,1001575,232339
6242014,M,B,47,QUEENS,1038727,184968
6242014,M,B,46,BROOKLYN,987759,191193
6242014,M,Q,46,QUEENS,1034809,197177
6242014,M,B,29,STATEN ISLAND,960080,172579
6242014,M,B,50,QUEENS,1037184,201617
6242014,M,B,29,QUEENS,1037184,201617
6242014,M,Q,27,QUEENS,1037184,201617
6242014,M,B,19,STATEN ISLAND,961092,163010
6242014,M,B,18,STATEN ISLAND,940841,169750
6242014,M,P,19,STATEN ISLAND,940841,169750
6242014,M,B,25,BRONX,1028241,241026
6242014,M,B,25,BRONX,1028241,241026
6242014,M,A,26,QUEENS,1039001,182590
6242014,M,B,28,BROOKLYN,1004501,180649
6242014,M,B,22,BROOKLYN,1004501,180649
6242014,M,B,26,BROOKLYN,1004501,180649
6242014,M,B,19,STATEN ISLAND,961667,166644
6242014,M,Q,28,STATEN ISLAND,961049,165071
6242014,M,B,37,QUEENS,1044193,155208
6242014,M,B,28,QUEENS,1044085,156152
6242014,M,B,26,QUEENS,1049233,157493
6242014,M,Q,26,QUEENS,1005042,214111
6242014,F,B,25,QUEENS,1035114,203808
6242014,M,B,36,QUEENS,1035114,203808
6242014,M,B,37,BROOKLYN,987610,181814
6242014,M,Q,37,BROOKLYN,987610,181814
6242014,M,Q,30,BROOKLYN,987610,181814
6242014,M,B,33,BROOKLYN,1017615,186812
6242014,M,B,18,STATEN ISLAND,938956,170117
6242014,M,B,18,BRONX,1007687,246038
6242014,M,B,22,BRONX,1007687,246038
6242014,M,B,19,BRONX,1004904,242634
6242014,M,W,19,BROOKLYN,984622,158990
6242014,M,W,23,BROOKLYN,984622,158990
6242014,M,W,16,QUEENS,1007134,218005
6242014,M,B,11,BROOKLYN,989017,195139
6242014,M,B,12,BROOKLYN,989017,195139
6242014,M,B,15,BROOKLYN,989017,195139
6242014,M,B,20,BROOKLYN,1000111,173292
6242014,F,Q,37,STATEN ISLAND,947424,172065
6242014,M,A,25,STATEN ISLAND,947424,172065
6242014,M,B,27,STATEN ISLAND,947424,172065
6242014,M,W,27,STATEN ISLAND,947424,172065
6242014,M,B,26,BRONX,1006040,245523
6242014,M,P,22,BRONX,1006069,245586
6242014,Z,Z,16,BROOKLYN,997903,193379
6242014,Z,Z,14,BROOKLYN,997903,193379
6242014,M,Q,22,BRONX,1028062,262605
6242014,M,Q,20,BRONX,1028062,262605
6242014,M,Q,25,BRONX,1028062,262605
6242014,M,Z,21,BRONX,1028062,262605
6242014,M,Q,25,STATEN ISLAND,950768,171220
6242014,F,B,43,MANHATTAN,1002197,230896
6242014,M,B,48,MANHATTAN,1002197,230896
6242014,M,B,18,STATEN ISLAND,951721,170488
6242014,M,B,23,BROOKLYN,998822,189420
6242014,F,Q,19,BRONX,1007197,238731
6242014,M,B,21,BROOKLYN,992187,175455
6242014,M,P,18,BRONX,1007197,238731
6242014,M,B,18,BROOKLYN,1009954,179857
6242014,M,B,35,BRONX,1022294,261475
6242014,M,B,13,BROOKLYN,997903,193379
6242014,M,W,29,STATEN ISLAND,946193,169847
6242014,F,B,27,BROOKLYN,1007060,175578
6242014,M,B,20,BROOKLYN,1007060,175578
6252014,M,B,20,BROOKLYN,1003827,187172
6252014,M,B,19,BROOKLYN,1001133,170460
6252014,M,B,19,BROOKLYN,1001133,170460
6252014,M,B,20,BROOKLYN,997634,177568
6252014,M,B,45,BRONX,1011951,240738
6252014,M,B,16,BROOKLYN,997930,180164
6252014,M,B,23,QUEENS,1053945,194984
6252014,M,Q,22,STATEN ISLAND,942424,140292
6252014,M,Q,26,STATEN ISLAND,942424,140292
6252014,M,Q,18,STATEN ISLAND,948236,142410
6252014,M,B,24,QUEENS,1054515,200150
6252014,M,B,46,QUEENS,999247,214512
6252014,M,P,46,MANHATTAN,998788,223251
6252014,M,B,45,BRONX,1009475,258184
6252014,M,B,25,QUEENS,1038989,199690
6252014,M,B,33,QUEENS,1011417,216447
6252014,M,B,25,QUEENS,1011417,216447
6252014,M,B,26,QUEENS,1011417,216447
6252014,M,B,24,QUEENS,1052303,159169
6252014,M,W,19,QUEENS,1039090,219101
6252014,M,W,19,QUEENS,1039090,219101
6252014,M,Q,15,MANHATTAN,1004239,253080
6252014,M,B,41,BRONX,1004904,242634
6252014,M,Q,46,MANHATTAN,986991,208114
6252014,M,Q,16,QUEENS,1034535,186799
6252014,M,B,20,MANHATTAN,1001672,241483
6252014,M,Q,19,BROOKLYN,1014516,181203
6252014,F,Z,18,QUEENS,1039001,182590
6252014,M,Z,29,MANHATTAN,1003297,231385
6252014,M,B,25,STATEN ISLAND,945935,159080
6252014,M,W,26,STATEN ISLAND,945935,159080
6252014,M,B,32,BROOKLYN,1016401,178124
6252014,M,Q,33,QUEENS,1030121,182368
6252014,M,B,32,MANHATTAN,1001575,232339
6252014,M,B,49,BROOKLYN,1003404,183595
6252014,M,W,30,QUEENS,1023159,146670
6252014,M,A,20,QUEENS,1037497,188639
6252014,M,Q,41,BROOKLYN,988806,190220
6252014,M,Q,25,STATEN ISLAND,965276,155252
6252014,M,B,15,BROOKLYN,989955,173465
6252014,M,B,45,BROOKLYN,999067,169689
6252014,M,Q,48,QUEENS,1026021,185039
6252014,M,Q,30,MANHATTAN,999377,242926
6252014,M,B,22,QUEENS,1037663,185218
6252014,M,B,58,MANHATTAN,986848,212883
6252014,M,Q,36,QUEENS,1008881,197271
6252014,M,Q,55,QUEENS,1010421,196086
6252014,M,Q,38,MANHATTAN,1001575,232339
6252014,M,W,24,BROOKLYN,981232,158476
6252014,M,W,23,STATEN ISLAND,963822,158691
6252014,M,B,27,QUEENS,1052026,185713
6252014,M,W,28,QUEENS,1052026,185713
6252014,M,Q,32,MANHATTAN,992866,213759
6252014,M,Q,21,BROOKLYN,1015272,186612
6252014,M,B,27,BROOKLYN,1016225,181755
6252014,M,B,22,BROOKLYN,1009254,183432
6252014,M,B,74,BROOKLYN,999318,165436
6252014,M,A,17,QUEENS,1036247,199053
6252014,M,I,17,QUEENS,1036247,199053
6252014,M,Q,18,QUEENS,1036247,199053
6252014,M,B,24,QUEENS,1057037,192344
6252014,M,Q,45,QUEENS,1008454,216683
6252014,M,W,56,QUEENS,1059132,195819
6252014,M,P,17,BRONX,1005981,245427
6252014,M,B,49,BROOKLYN,988473,194750
6252014,M,B,25,QUEENS,1054992,196946
6252014,M,B,28,QUEENS,1050931,202071
6252014,M,Q,35,MANHATTAN,993063,216978
6252014,M,W,22,QUEENS,1050931,202071
6252014,M,B,26,BRONX,1018509,243130
6252014,M,Q,46,BROOKLYN,989202,187698
6252014,M,B,36,BRONX,1014368,255179
6252014,M,B,33,BRONX,1014368,255179
6252014,M,B,17,BROOKLYN,1010901,182684
6252014,M,Q,20,BRONX,1006663,238657
6252014,M,B,16,BROOKLYN,1010741,181498
6252014,M,P,24,BRONX,1013067,238633
6252014,M,W,42,MANHATTAN,998799,226281
6252014,M,A,19,BRONX,1031714,246980
6252014,M,B,19,BROOKLYN,996149,172510
6252014,M,B,21,BROOKLYN,996149,172510
6252014,M,Q,19,BRONX,1031714,246980
6252014,M,Q,20,BROOKLYN,999389,193600
6252014,M,W,20,BRONX,1031714,246980
6252014,M,W,17,BRONX,1031714,246980
6252014,M,B,25,QUEENS,1035521,188624
6252014,M,Q,15,QUEENS,1032790,184473
6252014,M,Q,43,BROOKLYN,995380,201955
6252014,M,B,32,STATEN ISLAND,961184,162502
6252014,M,B,17,BROOKLYN,990045,155335
6252014,M,B,37,BROOKLYN,987472,190902
6252014,M,A,22,QUEENS,1033560,187886
6252014,M,B,19,BROOKLYN,989370,155198
6252014,M,B,20,BROOKLYN,989370,155198
6252014,M,P,18,BRONX,1012461,236507
6252014,M,P,15,BRONX,1012461,236507
6252014,M,W,30,STATEN ISLAND,936433,142102
6252014,M,B,20,BROOKLYN,1003352,196412
6252014,M,B,46,MANHATTAN,996962,222414
6252014,M,B,22,BROOKLYN,1007589,180879
6252014,M,P,16,QUEENS,1047741,186462
6252014,M,B,38,QUEENS,1036851,190957
6252014,M,B,28,QUEENS,1034449,198044
6252014,M,Q,16,STATEN ISLAND,938083,169635
6252014,M,B,20,BROOKLYN,989800,155531
6252014,M,B,19,BROOKLYN,989800,155531
6252014,M,W,13,QUEENS,1026233,179639
6252014,M,W,16,QUEENS,1026233,179639
6252014,M,W,23,BROOKLYN,984735,159552
6252014,M,W,24,BROOKLYN,984735,159552
6252014,M,W,23,BROOKLYN,984735,159552
6252014,M,B,22,BRONX,1012721,253539
6252014,M,Q,24,BRONX,1012721,253539
6252014,F,B,20,BROOKLYN,1005449,178303
6252014,F,Q,16,BRONX,1026163,261926
6252014,M,B,22,BROOKLYN,1005449,178303
6252014,M,B,21,BROOKLYN,1005449,178303
6252014,M,Q,27,QUEENS,1024951,186954
6252014,M,Q,20,QUEENS,1003680,218842
6252014,F,B,35,BROOKLYN,999633,181906
6252014,M,B,16,BROOKLYN,989954,155408
6252014,M,B,16,BROOKLYN,989954,155408
6252014,M,B,25,QUEENS,1003680,218842
6252014,M,Q,41,QUEENS,1003680,218842
6252014,F,W,24,MANHATTAN,986989,200983
6252014,M,B,22,BROOKLYN,1003823,177003
6252014,M,B,32,BROOKLYN,989954,155408
6252014,M,W,32,MANHATTAN,986989,200983
6252014,M,B,23,MANHATTAN,1000003,238477
6262014,F,W,38,MANHATTAN,988075,215110
6262014,M,A,17,QUEENS,1009585,214409
6262014,M,B,28,BROOKLYN,1010606,189438
6262014,F,Q,24,MANHATTAN,1005613,254344
6262014,M,Q,25,MANHATTAN,1005613,254344
6262014,M,Q,20,MANHATTAN,1005613,254344
6262014,M,B,38,BRONX,1014249,238403
6262014,M,B,29,BROOKLYN,1001368,156859
6262014,M,B,23,BROOKLYN,1002477,173687
6262014,M,B,32,BROOKLYN,1002477,173687
6262014,M,B,43,QUEENS,1025125,226424
6262014,M,B,24,BROOKLYN,1020976,184646
6262014,Z,B,23,BROOKLYN,1020976,184646
6262014,M,B,25,BROOKLYN,1021065,184197
6262014,M,B,61,MANHATTAN,983125,199091
6262014,M,B,50,MANHATTAN,999205,226651
6262014,F,B,50,MANHATTAN,988497,214986
6262014,F,A,17,QUEENS,1030828,217300
6262014,M,B,17,QUEENS,1030828,217300
6262014,M,W,28,STATEN ISLAND,937062,143738
6262014,M,B,24,QUEENS,1002519,221604
6262014,M,B,30,QUEENS,1002519,221604
6262014,M,B,26,QUEENS,1003918,220600
6262014,M,B,24,BROOKLYN,1012112,174050
6262014,M,B,30,BROOKLYN,1012112,174050
6262014,M,B,18,BROOKLYN,989955,173465
6262014,M,B,26,BRONX,1021278,258121
6262014,M,I,17,BRONX,1021278,258121
6262014,M,U,46,BROOKLYN,1003615,199626
6262014,M,B,21,QUEENS,1054449,198655
6262014,M,B,36,QUEENS,1054449,198655
6262014,M,B,20,QUEENS,1054449,198655
6262014,M,B,18,STATEN ISLAND,960027,171660
6262014,M,B,45,MANHATTAN,1001672,241483
6262014,M,B,27,STATEN ISLAND,946926,172578
6262014,M,W,23,QUEENS,1024828,207327
6262014,M,P,36,QUEENS,1028120,204410
6262014,M,B,18,STATEN ISLAND,938083,169635
6262014,M,Q,18,STATEN ISLAND,938083,169635
6262014,M,Q,23,STATEN ISLAND,938384,169629
6262014,M,Q,26,STATEN ISLAND,939363,169442
6262014,M,Z,20,QUEENS,1033289,189480
6262014,M,Q,16,STATEN ISLAND,939363,169442
6262014,M,Q,24,QUEENS,1035751,204554
6262014,M,B,17,BROOKLYN,988837,194813
6262014,M,B,18,BROOKLYN,988837,194813
6262014,M,Q,42,BROOKLYN,991389,192493
6262014,M,Q,32,BROOKLYN,1010289,185605
6262014,M,B,53,STATEN ISLAND,951956,171423
6262014,M,P,55,MANHATTAN,991769,219450
6262014,M,P,51,BRONX,1009080,242763
6262014,M,A,35,QUEENS,1036771,207839
6262014,M,Q,16,QUEENS,1030414,217697
6262014,M,W,31,QUEENS,1036771,207839
6262014,M,B,22,BRONX,1009045,245777
6262014,M,B,21,QUEENS,1022952,186787
6262014,M,P,18,BRONX,1027056,261788
6262014,M,Q,21,BRONX,1027056,261788
6262014,M,Q,20,BRONX,1027056,261788
6262014,M,Q,23,BRONX,1012052,259739
6262014,M,Q,29,QUEENS,1053181,160301
6262014,M,Q,30,QUEENS,1053181,160301
6262014,M,B,34,BROOKLYN,1002827,176682
6262014,M,A,18,QUEENS,1033799,187251
6262014,M,B,35,QUEENS,1041906,189655
6262014,M,B,39,QUEENS,1042568,188467
6262014,M,B,25,QUEENS,1054565,186453
6262014,M,B,43,QUEENS,1019023,217772
6262014,M,B,20,BROOKLYN,1001019,190844
6262014,M,A,25,QUEENS,1033644,190289
6262014,M,A,24,QUEENS,1033644,190289
6262014,M,A,30,QUEENS,1033644,190289
6262014,M,A,27,QUEENS,1033644,190289
6262014,M,B,49,BRONX,1013013,237638
6262014,M,P,48,BRONX,1013013,237638
6262014,M,B,48,MANHATTAN,1002186,234514
6262014,F,Q,20,BRONX,1010831,252019
6262014,M,W,16,STATEN ISLAND,929903,141231
6262014,M,B,27,MANHATTAN,983897,201214
6262014,M,B,20,QUEENS,1040966,187763
6262014,M,B,34,BROOKLYN,1002849,172290
6262014,F,B,20,BROOKLYN,998822,189420
6262014,M,B,23,BROOKLYN,1003530,186787
6262014,M,B,22,BROOKLYN,1003732,187158
6262014,M,B,24,BRONX,1014028,238397
6262014,M,B,28,BRONX,1014028,238397
6262014,M,B,33,STATEN ISLAND,960153,172945
6262014,M,B,27,BRONX,1008084,246773
6262014,M,B,23,QUEENS,1039100,189248
6262014,M,B,21,BROOKLYN,1004595,174135
6262014,M,B,21,BROOKLYN,1004595,174135
6262014,M,B,20,BROOKLYN,1004595,174135
6262014,M,B,19,BROOKLYN,1003732,187158
6262014,M,B,26,BROOKLYN,996601,173479
6262014,M,B,20,BROOKLYN,1013250,175956
6262014,M,B,53,BRONX,1014169,239654
6262014,M,P,23,BRONX,1014169,239654
6262014,M,A,17,QUEENS,1032137,216814
6262014,M,A,20,QUEENS,1032137,216814
6262014,M,A,17,QUEENS,1032137,216814
6262014,M,B,20,BROOKLYN,1006065,181742
6272014,M,Q,45,MANHATTAN,996551,223272
6272014,M,Q,41,MANHATTAN,996551,223272
6272014,M,P,22,BRONX,1010726,245950
6272014,M,W,42,BROOKLYN,978407,169301
6272014,M,Q,49,MANHATTAN,1006378,254721
6272014,M,A,17,QUEENS,1025146,186976
6272014,M,A,16,QUEENS,1025146,186976
6272014,M,B,16,QUEENS,1025146,186976
6272014,M,A,15,QUEENS,1034355,190026
6272014,M,A,18,QUEENS,1025146,186976
6272014,M,B,44,BRONX,1014249,238403
6272014,M,Q,25,QUEENS,1035798,189602
6272014,M,B,26,QUEENS,1033999,189698
6272014,M,B,20,BRONX,1003657,243052
6272014,M,B,25,STATEN ISLAND,962887,167555
6272014,M,A,17,QUEENS,1035521,188624
6272014,M,Q,29,BROOKLYN,994069,150938
6272014,M,Q,24,BROOKLYN,994069,150938
6272014,M,Q,20,QUEENS,1032564,151732
6272014,M,A,32,BROOKLYN,987857,188391
6272014,M,B,20,BROOKLYN,987857,188391
6272014,F,B,22,QUEENS,1059275,196551
6272014,M,B,25,QUEENS,1059275,196551
6272014,M,B,57,MANHATTAN,993063,216978
6272014,M,A,57,QUEENS,1037936,182581
6272014,M,B,34,STATEN ISLAND,946981,171285
6272014,M,B,30,QUEENS,1033769,227158
6272014,M,U,28,QUEENS,1033769,227158
6272014,M,W,23,BROOKLYN,984716,186039
6272014,M,A,25,QUEENS,1036031,184527
6272014,M,Q,50,MANHATTAN,982103,198029
6272014,M,Q,38,QUEENS,1052072,160361
6272014,M,W,21,STATEN ISLAND,953057,143851
6272014,M,W,23,STATEN ISLAND,942486,139932
6272014,M,A,59,QUEENS,1034611,184168
6272014,M,W,22,MANHATTAN,994549,228641
6272014,M,B,15,STATEN ISLAND,945882,169462
6272014,M,B,52,BROOKLYN,1009519,180676
6272014,M,A,20,QUEENS,1061712,212782
6272014,M,A,18,QUEENS,1061712,212782
6272014,M,W,32,MANHATTAN,994617,227693
6272014,M,Q,24,STATEN ISLAND,958271,153534
6272014,M,W,47,MANHATTAN,993329,225084
6272014,M,B,39,BROOKLYN,991946,172835
6272014,M,W,28,STATEN ISLAND,948946,149289
6272014,M,Q,36,QUEENS,1052002,157203
6272014,M,B,49,BROOKLYN,988691,189997
6272014,M,W,26,STATEN ISLAND,956638,150305
6272014,M,Q,30,MANHATTAN,989219,223014
6272014,M,W,39,STATEN ISLAND,952643,145687
6272014,M,Q,38,QUEENS,1032179,203509
6272014,M,B,36,QUEENS,1052288,159111
6272014,M,B,20,STATEN ISLAND,947034,171375
6272014,M,B,22,STATEN ISLAND,947034,171375
6272014,M,Q,52,STATEN ISLAND,965746,154361
6272014,F,B,26,STATEN ISLAND,961630,166629
6272014,M,B,51,BROOKLYN,996298,188220
6272014,M,B,41,BROOKLYN,1021740,182471
6272014,M,B,45,BROOKLYN,996298,188220
6272014,M,B,34,MANHATTAN,996551,223272
6272014,M,B,16,MANHATTAN,1003139,231103
6272014,M,B,16,MANHATTAN,1000604,232549
6272014,M,B,23,BRONX,1003758,243813
6272014,M,B,24,BRONX,1003758,243813
6272014,M,Q,50,BROOKLYN,989125,188033
6272014,M,B,25,BROOKLYN,990258,188621
6272014,M,B,35,QUEENS,1038313,203744
6272014,M,B,35,BRONX,1015458,238417
6272014,M,P,27,BRONX,1015458,238417
6272014,M,Q,26,BRONX,1015458,238417
6272014,Z,B,22,MANHATTAN,1001742,234744
6272014,M,B,19,QUEENS,1053385,160525
6272014,M,Q,21,BRONX,1007509,245160
6272014,F,B,37,QUEENS,1042075,193841
6272014,F,B,14,BROOKLYN,986894,189470
6272014,M,B,12,BROOKLYN,986894,189470
6272014,M,B,13,BROOKLYN,986894,189470
6272014,M,B,14,BROOKLYN,986894,189470
6272014,M,B,15,BROOKLYN,986894,189470
6272014,M,B,12,BROOKLYN,986894,189470
6272014,M,B,15,BROOKLYN,986894,189470
6272014,M,B,13,BROOKLYN,986894,189470
6272014,M,B,12,BROOKLYN,986894,189470
6272014,M,B,59,QUEENS,1042075,193841
6272014,M,Q,28,BROOKLYN,990995,174040
6272014,M,Q,23,BROOKLYN,990995,174040
