datestop,sex,race,age,city
6072005,M,Q,32,BROOKLYN
6072005,M,B,19,BROOKLYN
6072005,M,A,38,BROOKLYN
6072005,M,A,21,BROOKLYN
6072005,M,W,21,BROOKLYN
6072005,M,W,21,BROOKLYN
6072005,F,Z,38,BROOKLYN
6072005,M,B,21,BROOKLYN
6072005,M,B,50,BROOKLYN
6072005,M,B,37,BROOKLYN
6072005,Z,Z,18,BROOKLYN
6072005,M,P,48,BROOKLYN
6072005,M,B,34,BROOKLYN
6072005,M,B,25,BROOKLYN
6072005,M,P,30,BROOKLYN
6072005,M,B,34,BROOKLYN
6072005,M,Q,21,BROOKLYN
6072005,M,Q,16,BROOKLYN
6072005,M,B,26,BROOKLYN
6072005,M,Q,21,BROOKLYN
6072005,M,B,11,BROOKLYN
6072005,M,W,27,BROOKLYN
6072005,M,B,24,BROOKLYN
6072005,M,Q,25,BROOKLYN
6072005,M,Q,20,BROOKLYN
6072005,M,Q,20,BROOKLYN
6072005,M,B,26,BROOKLYN
6072005,M,Q,32,BROOKLYN
6072005,M,Q,36,BROOKLYN
6072005,M,Q,16,BROOKLYN
6072005,M,Q,17,BROOKLYN
6072005,M,Q,20,BROOKLYN
6072005,M,B,41,BROOKLYN
6072005,M,B,25,BROOKLYN
6072005,M,W,41,BROOKLYN
6072005,M,B,50,BROOKLYN
6072005,F,B,13,BROOKLYN
6072005,M,Q,18,BROOKLYN
6072005,M,B,21,BROOKLYN
6072005,M,Q,22,BROOKLYN
6072005,M,B,17,BROOKLYN
6072005,F,B,44,BROOKLYN
6072005,M,B,25,BROOKLYN
6072005,M,B,31,BROOKLYN
6072005,M,B,18,BROOKLYN
6072005,M,P,21,BROOKLYN
6072005,M,B,44,BROOKLYN
6072005,M,B,13,BROOKLYN
6072005,M,B,18,BROOKLYN
6072005,M,B,18,BROOKLYN
6072005,M,Q,17,BROOKLYN
6072005,M,Q,18,BROOKLYN
6072005,M,W,29,BROOKLYN
6072005,M,Q,59,BROOKLYN
6072005,M,Q,50,BROOKLYN
6072005,M,B,24,BROOKLYN
6072005,F,W,37,BROOKLYN
6072005,M,B,15,BROOKLYN
6072005,M,W,39,BROOKLYN
6072005,M,B,22,BROOKLYN
6072005,M,A,15,BROOKLYN
6072005,M,P,16,BROOKLYN
6072005,M,Q,17,BROOKLYN
6072005,M,W,38,BROOKLYN
6072005,M,B,25,BROOKLYN
6072005,M,B,46,BROOKLYN
6072005,M,Q,18,BROOKLYN
6072005,M,P,16,BROOKLYN
6072005,M,Q,16,BROOKLYN
6072005,M,B,39,BROOKLYN
6072005,M,B,19,BROOKLYN
6072005,M,Q,20,BROOKLYN
6072005,Z,W,23,BROOKLYN
6072005,M,W,19,BROOKLYN
6072005,M,B,17,BROOKLYN
6072005,M,B,22,BROOKLYN
6072005,M,Q,32,BROOKLYN
6072005,M,W,45,BROOKLYN
6072005,M,B,29,BROOKLYN
6072005,M,B,20,BROOKLYN
6072005,M,P,25,BROOKLYN
6072005,M,P,42,BROOKLYN
6072005,M,B,28,BROOKLYN
6072005,M,B,20,BROOKLYN
6072005,M,Q,24,BROOKLYN
6072005,M,P,43,BROOKLYN
6072005,M,P,42,BROOKLYN
6072005,M,Q,20,BROOKLYN
6072005,M,Q,38,BROOKLYN
6072005,F,Q,29,BROOKLYN
6072005,M,Q,36,BROOKLYN
6072005,M,B,34,BROOKLYN
6072005,M,Q,19,BROOKLYN
6072005,M,Q,45,BROOKLYN
6072005,M,B,37,BROOKLYN
6072005,M,B,20,BROOKLYN
6072005,M,Q,32,BROOKLYN
6072005,M,B,49,BROOKLYN
6072005,M,W,31,BROOKLYN
6072005,M,B,20,BROOKLYN
6072005,M,B,20,BROOKLYN
6072005,M,B,56,BROOKLYN
6072005,M,W,31,BROOKLYN
6072005,F,Q,56,BROOKLYN
6072005,M,B,15,BROOKLYN
6072005,M,Q,20,BROOKLYN
6072005,M,Q,39,BROOKLYN
6072005,M,B,50,BROOKLYN
6072005,M,B,29,BROOKLYN
6072005,Z,Q,16,BROOKLYN
6072005,M,B,46,BROOKLYN
6072005,M,Q,18,BROOKLYN
6072005,M,Z,30,BROOKLYN
6072005,F,Q,18,BROOKLYN
6072005,M,Q,19,BROOKLYN
6072005,M,B,40,BROOKLYN
6072005,M,B,29,BROOKLYN
6072005,M,B,53,BROOKLYN
6072005,M,Q,32,BROOKLYN
6072005,M,Z,19,BROOKLYN
6072005,M,B,44,BROOKLYN
6072005,M,B,37,BROOKLYN
6072005,M,B,14,BROOKLYN
6072005,F,B,19,BROOKLYN
6072005,M,B,24,BROOKLYN
6072005,M,Q,19,BROOKLYN
6072005,M,B,20,BROOKLYN
6072005,M,B,26,BROOKLYN
6072005,M,B,24,BROOKLYN
6072005,M,Q,16,BROOKLYN
6072005,M,B,18,BROOKLYN
6072005,M,I,22,BROOKLYN
6072005,M,Q,41,BROOKLYN
6072005,M,Q,25,BROOKLYN
6072005,M,Q,26,BROOKLYN
6072005,M,Q,23,BROOKLYN
6072005,M,B,30,BROOKLYN
6072005,M,B,21,BROOKLYN
6072005,M,Q,22,BROOKLYN
6072005,M,B,32,BROOKLYN
6072005,M,Q,36,BROOKLYN
6072005,F,B,17,BROOKLYN
6072005,F,B,20,BROOKLYN
6072005,F,Q,19,BROOKLYN
6072005,M,B,18,BROOKLYN
6072005,M,Q,21,BROOKLYN
6072005,M,Q,23,BROOKLYN
6072005,F,P,20,BROOKLYN
6072005,M,B,19,BROOKLYN
6072005,M,B,30,BROOKLYN
6072005,M,W,52,BROOKLYN
6072005,M,B,22,BROOKLYN
6072005,M,B,30,BROOKLYN
6082005,M,Z,14,BROOKLYN
6082005,Z,Z,14,BROOKLYN
6082005,M,B,20,BROOKLYN
6082005,M,W,41,BROOKLYN
6082005,M,B,33,BROOKLYN
6082005,M,B,37,BROOKLYN
6082005,M,B,29,BROOKLYN
6082005,M,B,21,BROOKLYN
6082005,M,B,29,BROOKLYN
6082005,Z,Z,20,BROOKLYN
6082005,Z,Z,20,BROOKLYN
6082005,M,B,16,BROOKLYN
6082005,M,B,16,BROOKLYN
6082005,M,B,24,BROOKLYN
6082005,F,B,17,BROOKLYN
6082005,M,B,24,BROOKLYN
6082005,M,B,19,BROOKLYN
6082005,M,Q,21,BROOKLYN
6082005,M,B,22,BROOKLYN
6082005,M,Q,20,BROOKLYN
6082005,M,B,19,BROOKLYN
6082005,M,B,20,BROOKLYN
6082005,M,B,22,BROOKLYN
6082005,M,B,20,BROOKLYN
6082005,M,B,18,BROOKLYN
6082005,M,B,18,BROOKLYN
6082005,M,B,18,BROOKLYN
6082005,M,B,18,BROOKLYN
6082005,M,B,19,BROOKLYN
6082005,M,B,22,BROOKLYN
6082005,M,B,29,BROOKLYN
6082005,M,B,21,BROOKLYN
6082005,M,B,25,BROOKLYN
6082005,M,B,21,BROOKLYN
6082005,M,B,34,BROOKLYN
6082005,M,B,45,BROOKLYN
6082005,M,Z,14,BROOKLYN
6082005,M,Z,24,BROOKLYN
6082005,M,B,19,BROOKLYN
6082005,M,B,48,BROOKLYN
6082005,M,B,32,BROOKLYN
6082005,M,B,19,BROOKLYN
6082005,M,Q,20,BROOKLYN
6082005,M,B,25,BROOKLYN
6082005,M,B,44,BROOKLYN
6082005,Z,Z,47,BROOKLYN
6082005,M,Z,17,BROOKLYN
6082005,M,B,38,BROOKLYN
6082005,M,P,27,BROOKLYN
6082005,M,Q,27,BROOKLYN
6082005,M,Q,24,BROOKLYN
6082005,M,I,23,BROOKLYN
6082005,M,B,17,BROOKLYN
6082005,M,B,23,BROOKLYN
6082005,F,B,43,BROOKLYN
6082005,M,B,25,BROOKLYN
6082005,M,B,28,BROOKLYN
6082005,M,B,43,BROOKLYN
6082005,M,P,20,BROOKLYN
6082005,F,B,16,BROOKLYN
6082005,M,B,25,BROOKLYN
6082005,F,A,41,BROOKLYN
6082005,M,A,41,BROOKLYN
6082005,Z,Z,45,BROOKLYN
6082005,M,B,50,BROOKLYN
6082005,M,B,29,BROOKLYN
6082005,M,B,17,BROOKLYN
6082005,M,B,15,BROOKLYN
6082005,M,B,16,BROOKLYN
6082005,M,B,18,BROOKLYN
6082005,M,B,18,BROOKLYN
6082005,M,W,16,BROOKLYN
6082005,F,B,26,BROOKLYN
6082005,M,Q,23,BROOKLYN
6082005,M,B,33,BROOKLYN
6082005,M,B,30,BROOKLYN
6082005,M,Q,20,BROOKLYN
6082005,M,B,17,BROOKLYN
6082005,M,B,35,BROOKLYN
6082005,M,B,17,BROOKLYN
6082005,M,Q,28,BROOKLYN
6082005,M,Q,28,BROOKLYN
6082005,M,B,16,BROOKLYN
6082005,M,B,22,BROOKLYN
6082005,M,B,22,BROOKLYN
6082005,M,B,13,BROOKLYN
6082005,M,Q,22,BROOKLYN
6082005,M,Q,37,BROOKLYN
6082005,M,Q,29,BROOKLYN
6082005,Z,B,19,BROOKLYN
6082005,Z,B,38,BROOKLYN
6082005,M,Q,24,BROOKLYN
6082005,M,P,36,BROOKLYN
6082005,M,P,33,BROOKLYN
6082005,F,W,24,BROOKLYN
6082005,Z,Z,25,BROOKLYN
6082005,M,Q,23,BROOKLYN
6082005,M,W,35,BROOKLYN
6082005,M,W,32,BROOKLYN
6082005,M,Q,20,BROOKLYN
6082005,M,W,29,BROOKLYN
6082005,M,W,29,BROOKLYN
6082005,M,Q,29,BROOKLYN
6082005,M,B,22,BROOKLYN
6082005,M,B,55,BROOKLYN
6082005,M,Q,28,BROOKLYN
6082005,M,Q,21,BROOKLYN
6082005,M,Q,37,BROOKLYN
6082005,M,Q,26,BROOKLYN
6082005,M,B,39,BROOKLYN
6082005,M,B,20,BROOKLYN
6082005,M,Q,52,BROOKLYN
6082005,M,A,60,BROOKLYN
6082005,M,B,19,BROOKLYN
6082005,M,W,77,BROOKLYN
6082005,M,Z,20,BROOKLYN
6082005,Z,Z,24,BROOKLYN
6082005,M,B,47,BROOKLYN
6082005,M,Q,56,BROOKLYN
6082005,M,Q,41,BROOKLYN
6082005,M,Q,62,BROOKLYN
6082005,M,B,32,BROOKLYN
6082005,M,Q,26,BROOKLYN
6082005,M,Q,24,BROOKLYN
6082005,M,B,22,BROOKLYN
6082005,M,B,45,BROOKLYN
6082005,M,Q,55,BROOKLYN
6082005,M,Q,22,BROOKLYN
6082005,M,B,25,BROOKLYN
6082005,M,Z,25,BROOKLYN
6082005,M,Q,20,BROOKLYN
6082005,F,Q,18,BROOKLYN
6082005,M,B,48,BROOKLYN
6082005,M,Q,16,BROOKLYN
6082005,M,Z,38,BROOKLYN
6082005,F,B,36,BROOKLYN
6082005,F,W,19,BROOKLYN
6082005,M,B,30,BROOKLYN
6082005,M,P,27,BROOKLYN
6082005,M,Q,22,BROOKLYN
6082005,Z,Z,17,BROOKLYN
6082005,F,B,21,BROOKLYN
6082005,M,Q,25,BROOKLYN
6082005,M,Q,18,BROOKLYN
6082005,Z,P,26,BROOKLYN
6082005,Z,Z,25,BROOKLYN
6082005,M,B,14,BROOKLYN
6082005,M,B,36,BROOKLYN
6082005,M,Q,17,BROOKLYN
6082005,M,Q,20,BROOKLYN
6082005,M,B,40,BROOKLYN
6082005,M,Q,25,BROOKLYN
6082005,F,B,45,BROOKLYN
6082005,M,B,34,BROOKLYN
6082005,M,Q,21,BROOKLYN
6082005,M,W,22,BROOKLYN
6082005,M,Q,23,BROOKLYN
6082005,M,P,16,BROOKLYN
6082005,M,Q,26,BROOKLYN
6082005,M,W,16,BROOKLYN
6082005,M,B,48,BROOKLYN
6082005,M,Q,19,BROOKLYN
6082005,M,Z,33,BROOKLYN
6082005,M,B,45,BROOKLYN
6082005,F,B,32,BROOKLYN
6082005,M,B,14,BROOKLYN
6082005,M,P,25,BROOKLYN
6082005,M,B,29,BROOKLYN
6082005,M,B,63,BROOKLYN
6082005,M,B,27,BROOKLYN
6082005,F,B,22,BROOKLYN
6082005,M,B,26,BROOKLYN
6082005,M,A,33,BROOKLYN
6082005,M,B,17,BROOKLYN
6082005,M,Q,23,BROOKLYN
6082005,M,B,23,BROOKLYN
6082005,M,Q,19,BROOKLYN
6082005,M,W,18,BROOKLYN
6082005,M,B,12,BROOKLYN
6082005,M,Q,18,BROOKLYN
6082005,M,B,15,BROOKLYN
6082005,M,Q,25,BROOKLYN
6082005,M,B,15,BROOKLYN
6082005,M,B,16,BROOKLYN
6082005,M,B,15,BROOKLYN
6082005,M,B,16,BROOKLYN
6082005,M,B,16,BROOKLYN
6082005,M,B,16,BROOKLYN
6082005,M,B,16,BROOKLYN
6082005,M,W,26,BROOKLYN
6082005,M,B,22,BROOKLYN
6082005,M,B,43,BROOKLYN
6082005,M,B,17,BROOKLYN
6082005,M,B,32,BROOKLYN
6082005,M,Q,31,BROOKLYN
6082005,M,B,62,BROOKLYN
6082005,M,Q,16,BROOKLYN
6082005,M,B,19,BROOKLYN
6082005,M,B,15,BROOKLYN
6082005,M,B,14,BROOKLYN
6082005,M,Q,19,BROOKLYN
6082005,M,B,18,BROOKLYN
6082005,M,B,17,BROOKLYN
6082005,M,B,36,BROOKLYN
6082005,M,Q,16,BROOKLYN
6092005,M,W,23,BROOKLYN
6092005,M,B,19,BROOKLYN
6092005,M,W,25,BROOKLYN
6092005,Z,Z,45,BROOKLYN
6092005,M,B,21,BROOKLYN
6092005,M,B,18,BROOKLYN
6092005,M,B,30,BROOKLYN
6092005,M,B,20,BROOKLYN
6092005,M,B,26,BROOKLYN
6092005,M,B,22,BROOKLYN
6092005,M,B,21,BROOKLYN
6092005,M,B,21,BROOKLYN
6092005,M,Q,20,BROOKLYN
6092005,M,B,42,BROOKLYN
6092005,M,B,40,BROOKLYN
6092005,M,Q,24,BROOKLYN
6092005,M,B,26,BROOKLYN
6092005,F,B,29,BROOKLYN
6092005,F,B,15,BROOKLYN
6092005,F,Z,20,BROOKLYN
6092005,M,B,16,BROOKLYN
6092005,M,B,24,BROOKLYN
6092005,M,B,24,BROOKLYN
6092005,M,Q,50,BROOKLYN
6092005,M,B,17,BROOKLYN
6092005,M,B,24,BROOKLYN
6092005,M,B,16,BROOKLYN
6092005,M,B,22,BROOKLYN
6092005,M,B,24,BROOKLYN
6092005,M,B,23,BROOKLYN
6092005,M,B,20,BROOKLYN
6092005,Z,B,17,BROOKLYN
6092005,M,B,30,BROOKLYN
6092005,M,B,23,BROOKLYN
6092005,M,B,30,BROOKLYN
6092005,M,B,38,BROOKLYN
6092005,M,B,20,BROOKLYN
6092005,M,B,19,BROOKLYN
6092005,M,B,48,BROOKLYN
6092005,M,B,45,BROOKLYN
6092005,M,P,48,BROOKLYN
6092005,M,B,40,BROOKLYN
6092005,M,B,15,BROOKLYN
6092005,M,B,18,BROOKLYN
6092005,M,Z,19,BROOKLYN
6092005,M,B,33,BROOKLYN
6092005,M,B,23,BROOKLYN
6092005,M,B,18,BROOKLYN
6092005,F,B,19,BROOKLYN
6092005,M,B,29,BROOKLYN
6092005,M,Q,31,BROOKLYN
6092005,F,B,24,BROOKLYN
6092005,M,B,19,BROOKLYN
6092005,M,Q,20,BROOKLYN
6092005,M,W,26,BROOKLYN
6092005,M,Q,56,BROOKLYN
6092005,M,Q,25,BROOKLYN
6092005,M,B,16,BROOKLYN
6092005,M,B,51,BROOKLYN
6092005,M,P,30,BROOKLYN
6092005,M,B,28,BROOKLYN
6092005,M,B,38,BROOKLYN
6092005,M,B,15,BROOKLYN
6092005,M,B,17,BROOKLYN
6092005,M,Q,17,BROOKLYN
6092005,M,Q,14,BROOKLYN
6092005,M,B,20,BROOKLYN
6092005,M,B,21,BROOKLYN
6092005,M,B,23,BROOKLYN
6092005,M,Z,16,BROOKLYN
6092005,M,Q,40,BROOKLYN
6092005,M,B,27,BROOKLYN
6092005,M,B,22,BROOKLYN
6092005,M,B,42,BROOKLYN
6092005,F,B,54,BROOKLYN
6092005,M,Q,27,BROOKLYN
6092005,M,Q,41,BROOKLYN
6092005,M,B,25,BROOKLYN
6092005,M,B,18,BROOKLYN
6092005,M,Q,25,BROOKLYN
6092005,F,B,45,BROOKLYN
6092005,M,B,43,BROOKLYN
6092005,M,B,52,BROOKLYN
6092005,M,B,22,BROOKLYN
6092005,M,Q,58,BROOKLYN
6092005,M,B,22,BROOKLYN
6092005,M,B,19,BROOKLYN
6092005,M,B,47,BROOKLYN
6092005,M,B,13,BROOKLYN
6092005,M,B,20,BROOKLYN
6092005,M,B,19,BROOKLYN
6092005,M,P,39,BROOKLYN
6092005,M,B,32,BROOKLYN
6092005,M,B,21,BROOKLYN
6092005,M,B,73,BROOKLYN
6092005,M,B,54,BROOKLYN
6092005,M,B,19,BROOKLYN
6092005,M,Q,30,BROOKLYN
6092005,M,B,56,BROOKLYN
6092005,M,B,28,BROOKLYN
6092005,M,B,26,BROOKLYN
6092005,F,B,42,BROOKLYN
6092005,F,B,39,BROOKLYN
6092005,M,Q,20,BROOKLYN
6092005,F,B,39,BROOKLYN
6092005,M,B,24,BROOKLYN
6092005,M,B,31,BROOKLYN
6092005,M,B,19,BROOKLYN
6092005,M,B,42,BROOKLYN
6092005,M,B,43,BROOKLYN
6092005,M,B,50,BROOKLYN
6092005,M,B,25,BROOKLYN
6092005,M,Z,31,BROOKLYN
6092005,Z,Q,23,BROOKLYN
6092005,M,Z,34,BROOKLYN
6092005,M,B,21,BROOKLYN
6092005,M,B,25,BROOKLYN
6092005,M,B,30,BROOKLYN
6092005,M,B,25,BROOKLYN
6092005,M,Q,21,BROOKLYN
6092005,M,B,24,BROOKLYN
6092005,M,Q,32,BROOKLYN
6092005,M,P,15,BROOKLYN
6092005,M,B,20,BROOKLYN
6092005,M,Q,20,BROOKLYN
6092005,M,B,15,BROOKLYN
6092005,M,B,41,BROOKLYN
6092005,M,Q,19,BROOKLYN
6092005,M,Q,40,BROOKLYN
6092005,M,Q,21,BROOKLYN
6092005,M,B,14,BROOKLYN
6092005,M,B,39,BROOKLYN
6092005,M,W,29,BROOKLYN
6092005,M,B,18,BROOKLYN
6092005,M,B,22,BROOKLYN
6092005,M,B,18,BROOKLYN
6092005,M,B,31,BROOKLYN
6092005,M,B,30,BROOKLYN
6092005,Z,Z,50,BROOKLYN
6092005,Z,Z,32,BROOKLYN
6092005,Z,Z,40,BROOKLYN
6092005,M,Q,19,BROOKLYN
6092005,M,B,28,BROOKLYN
6092005,M,Q,34,BROOKLYN
6092005,Z,Q,26,BROOKLYN
6092005,M,B,16,BROOKLYN
6092005,M,Q,17,BROOKLYN
6092005,M,B,40,BROOKLYN
6092005,M,W,27,BROOKLYN
6092005,F,B,18,BROOKLYN
6092005,M,B,24,BROOKLYN
6092005,M,B,29,BROOKLYN
6092005,M,B,19,BROOKLYN
6092005,M,B,22,BROOKLYN
6092005,M,B,41,BROOKLYN
6092005,M,B,21,BROOKLYN
6092005,M,Q,18,BROOKLYN
6092005,M,Q,18,BROOKLYN
6092005,M,B,16,BROOKLYN
6092005,M,Z,23,BROOKLYN
6092005,M,P,24,BROOKLYN
6092005,M,Q,22,BROOKLYN
6092005,M,Q,24,BROOKLYN
6092005,M,Q,22,BROOKLYN
6092005,M,Q,20,BROOKLYN
6092005,M,Q,21,BROOKLYN
6092005,M,Q,21,BROOKLYN
6092005,M,Q,18,BROOKLYN
6092005,M,Q,24,BROOKLYN
6092005,M,Q,22,BROOKLYN
6092005,M,P,33,BROOKLYN
6092005,F,B,28,BROOKLYN
6092005,F,B,21,BROOKLYN
6092005,M,B,48,BROOKLYN
6092005,M,Q,17,BROOKLYN
6092005,M,Q,20,BROOKLYN
6092005,M,B,19,BROOKLYN
6092005,M,B,38,BROOKLYN
6092005,M,B,23,BROOKLYN
6102005,M,W,30,BROOKLYN
6102005,M,B,19,BROOKLYN
6102005,M,B,42,BROOKLYN
6102005,M,B,28,BROOKLYN
6102005,M,B,46,BROOKLYN
6102005,M,Q,25,BROOKLYN
6102005,M,Z,43,BROOKLYN
6102005,M,B,20,BROOKLYN
6102005,M,W,22,BROOKLYN
6102005,M,P,45,BROOKLYN
6102005,M,Q,36,BROOKLYN
6102005,M,B,35,BROOKLYN
6102005,M,B,26,BROOKLYN
6102005,M,Q,26,BROOKLYN
6102005,M,Q,23,BROOKLYN
6102005,Z,Z,25,BROOKLYN
6102005,M,Q,40,BROOKLYN
6102005,F,B,24,BROOKLYN
6102005,M,Q,19,BROOKLYN
6102005,M,Q,27,BROOKLYN
6102005,M,P,19,BROOKLYN
6102005,M,Q,23,BROOKLYN
6102005,M,Q,22,BROOKLYN
6102005,M,W,44,BROOKLYN
6102005,M,W,21,BROOKLYN
6102005,M,B,19,BROOKLYN
6102005,M,B,19,BROOKLYN
6102005,M,B,26,BROOKLYN
6102005,M,B,21,BROOKLYN
6102005,M,B,24,BROOKLYN
6102005,M,B,16,BROOKLYN
6102005,F,Q,19,BROOKLYN
6102005,M,Q,29,BROOKLYN
6102005,F,Q,39,BROOKLYN
6102005,M,Q,37,BROOKLYN
6102005,M,Q,28,BROOKLYN
6102005,F,B,38,BROOKLYN
6102005,Z,Z,24,BROOKLYN
6102005,M,Q,24,BROOKLYN
6102005,M,B,16,BROOKLYN
6102005,M,B,15,BROOKLYN
6102005,M,B,16,BROOKLYN
6102005,M,Z,18,BROOKLYN
6102005,M,B,41,BROOKLYN
6102005,Z,Z,22,BROOKLYN
6102005,F,B,25,BROOKLYN
6102005,M,B,20,BROOKLYN
6102005,M,B,19,BROOKLYN
6102005,M,B,40,BROOKLYN
6102005,M,Q,29,BROOKLYN
6102005,M,P,16,BROOKLYN
6102005,M,Q,19,BROOKLYN
6102005,M,B,39,BROOKLYN
6102005,M,B,32,BROOKLYN
6102005,M,Q,46,BROOKLYN
6102005,M,B,18,BROOKLYN
6102005,M,Q,24,BROOKLYN
6102005,M,Q,32,BROOKLYN
6102005,M,B,15,BROOKLYN
6102005,M,B,18,BROOKLYN
6102005,M,B,21,BROOKLYN
6102005,M,Q,20,BROOKLYN
6102005,M,B,34,BROOKLYN
6102005,M,B,45,BROOKLYN
6102005,M,B,35,BROOKLYN
6102005,M,B,26,BROOKLYN
6102005,M,Q,17,BROOKLYN
6102005,M,Q,36,BROOKLYN
6102005,M,B,32,BROOKLYN
6102005,M,B,21,BROOKLYN
6102005,F,B,32,BROOKLYN
6102005,M,Z,20,BROOKLYN
6102005,M,B,17,BROOKLYN
6102005,M,B,41,BROOKLYN
6102005,F,B,25,BROOKLYN
6102005,M,B,20,BROOKLYN
6102005,M,Q,19,BROOKLYN
6102005,Z,Z,35,BROOKLYN
6102005,M,P,35,BROOKLYN
6102005,M,B,16,BROOKLYN
6102005,M,B,48,BROOKLYN
6102005,M,P,46,BROOKLYN
6102005,M,B,14,BROOKLYN
6102005,M,Q,37,BROOKLYN
6102005,M,B,15,BROOKLYN
6102005,M,B,15,BROOKLYN
6102005,M,P,26,BROOKLYN
6102005,M,B,40,BROOKLYN
6102005,M,Q,26,BROOKLYN
6102005,F,P,25,BROOKLYN
6102005,M,B,19,BROOKLYN
6102005,M,B,30,BROOKLYN
6102005,M,B,40,BROOKLYN
6102005,M,B,34,BROOKLYN
6102005,M,B,26,BROOKLYN
6102005,M,B,17,BROOKLYN
6102005,M,B,26,BROOKLYN
6102005,M,Q,18,BROOKLYN
6102005,M,B,21,BROOKLYN
6102005,M,Q,19,BROOKLYN
6102005,M,B,20,BROOKLYN
6102005,M,Q,53,BROOKLYN
6102005,M,Q,54,BROOKLYN
6102005,M,Z,25,BROOKLYN
6102005,M,Q,42,BROOKLYN
6102005,Z,Z,17,BROOKLYN
6102005,M,B,47,BROOKLYN
6102005,M,Q,53,BROOKLYN
6102005,M,B,22,BROOKLYN
6102005,M,Q,35,BROOKLYN
6102005,M,Q,36,BROOKLYN
6102005,M,B,25,BROOKLYN
6102005,M,B,13,BROOKLYN
6102005,M,Q,25,BROOKLYN
6102005,M,Q,57,BROOKLYN
6102005,M,Q,23,BROOKLYN
6102005,M,Z,20,BROOKLYN
6102005,M,B,46,BROOKLYN
6102005,M,B,22,BROOKLYN
6102005,M,B,22,BROOKLYN
6102005,M,B,20,BROOKLYN
6102005,M,B,25,BROOKLYN
6102005,M,B,20,BROOKLYN
6102005,M,P,43,BROOKLYN
6102005,M,B,51,BROOKLYN
6102005,M,B,30,BROOKLYN
6102005,M,Q,17,BROOKLYN
6102005,M,A,22,BROOKLYN
6102005,M,Q,25,BROOKLYN
6102005,M,B,43,BROOKLYN
6102005,M,B,47,BROOKLYN
6102005,M,B,35,BROOKLYN
6102005,M,B,22,BROOKLYN
6102005,M,B,23,BROOKLYN
6102005,M,Z,22,BROOKLYN
6102005,M,B,40,BROOKLYN
6102005,M,B,39,BROOKLYN
6102005,M,P,26,BROOKLYN
6102005,M,B,32,BROOKLYN
6102005,M,B,36,BROOKLYN
6102005,M,B,27,BROOKLYN
6102005,M,B,29,BROOKLYN
6102005,M,B,23,BROOKLYN
6102005,M,B,21,BROOKLYN
6102005,M,Q,31,BROOKLYN
6102005,M,B,38,BROOKLYN
6102005,M,B,44,BROOKLYN
6102005,M,B,27,BROOKLYN
6102005,M,B,21,BROOKLYN
6102005,M,B,29,BROOKLYN
6102005,M,Q,33,BROOKLYN
6102005,M,B,49,BROOKLYN
6102005,M,B,28,BROOKLYN
6102005,M,B,24,BROOKLYN
6102005,M,Q,24,BROOKLYN
6102005,Z,Z,47,BROOKLYN
6102005,F,Q,47,BROOKLYN
6102005,M,B,27,BROOKLYN
6102005,M,B,47,BROOKLYN
6102005,M,B,20,BROOKLYN
6102005,M,Q,23,BROOKLYN
6102005,M,B,38,BROOKLYN
6102005,M,B,19,BROOKLYN
6102005,M,Q,18,BROOKLYN
6102005,M,B,41,BROOKLYN
6102005,M,B,21,BROOKLYN
6102005,M,B,41,BROOKLYN
6102005,M,B,26,BROOKLYN
6102005,M,B,40,BROOKLYN
6102005,M,W,26,BROOKLYN
6102005,M,W,29,BROOKLYN
6102005,M,B,24,BROOKLYN
6102005,M,B,24,BROOKLYN
6102005,Z,Z,23,BROOKLYN
6102005,M,B,30,BROOKLYN
6102005,M,B,54,BROOKLYN
6102005,M,B,27,BROOKLYN
6102005,M,B,35,BROOKLYN
6102005,M,B,28,BROOKLYN
6102005,M,P,20,BROOKLYN
6102005,Z,W,17,BROOKLYN
6102005,M,B,25,BROOKLYN
6102005,M,B,26,BROOKLYN
6102005,M,B,30,BROOKLYN
6102005,M,B,30,BROOKLYN
6102005,M,B,15,BROOKLYN
6102005,M,B,41,BROOKLYN
6102005,M,B,32,BROOKLYN
6102005,M,Q,23,BROOKLYN
6102005,M,Z,23,BROOKLYN
6102005,F,B,48,BROOKLYN
6102005,M,B,24,BROOKLYN
6102005,M,B,58,BROOKLYN
6102005,M,P,46,BROOKLYN
6102005,M,B,22,BROOKLYN
6102005,M,B,25,BROOKLYN
6102005,M,B,47,BROOKLYN
6102005,M,Q,42,BROOKLYN
6102005,M,Q,17,BROOKLYN
6102005,M,Q,35,BROOKLYN
6102005,M,Q,41,BROOKLYN
6102005,M,Q,34,BROOKLYN
6102005,M,B,32,BROOKLYN
6102005,M,B,23,BROOKLYN
6102005,M,B,43,BROOKLYN
6102005,M,Q,17,BROOKLYN
6102005,M,Q,23,BROOKLYN
6102005,M,B,23,BROOKLYN
6102005,M,B,21,BROOKLYN
6102005,M,B,19,BROOKLYN
6102005,M,B,25,BROOKLYN
6102005,M,B,35,BROOKLYN
6102005,M,B,40,BROOKLYN
6112005,M,B,25,BROOKLYN
6112005,M,B,20,BROOKLYN
6112005,M,B,34,BROOKLYN
6112005,M,B,30,BROOKLYN
6112005,M,B,19,BROOKLYN
6112005,M,Q,26,BROOKLYN
6112005,M,Q,48,BROOKLYN
6112005,F,B,24,BROOKLYN
6112005,M,B,47,BROOKLYN
6112005,M,Q,51,BROOKLYN
6112005,M,B,36,BROOKLYN
6112005,M,B,44,BROOKLYN
