005201,"1,518",13,2,158,1,0,26,111
005202,"2,112",22,0,120,1,1,46,179
005300,"1,005",171,2,45,0,23,51,591
005400,"2,321",39,4,337,0,10,48,380
005601,"2,070",19,2,138,1,1,28,246
005602,"1,287",12,1,124,1,4,35,122
005800,"2,296",34,9,299,2,17,72,423
005900,646,222,4,34,2,0,27,449
006000,"1,712",41,2,364,1,7,77,622
006200,"1,937",44,1,371,0,5,51,444
006300,"1,496",30,1,108,2,15,52,188
006400,"2,403",60,2,347,0,43,63,560
006500,"4,278",61,7,193,2,12,137,501
006600,"2,417",46,3,385,0,10,100,702
006700,"2,762",45,0,123,0,7,105,259
006800,"2,449",109,6,848,0,21,133,"1,304"
006900,"2,443",109,3,232,3,10,125,612
007000,"1,349",115,6,384,0,4,48,438
007100,822,"1,619",7,196,0,12,77,"1,762"
007200,226,33,0,518,0,5,26,"1,138"
007400,353,70,10,"1,328",0,2,39,"3,649"
007500,"3,463",65,2,205,2,24,114,508
007600,421,75,6,706,1,27,26,"3,150"
007700,"3,006",98,7,281,1,10,99,399
007800,319,146,8,498,0,11,59,"4,027"
008000,435,82,6,320,0,19,28,"3,279"
008200,543,134,8,387,1,12,36,"3,020"
008400,532,80,3,200,0,7,46,"2,431"
008500,89,"3,310",30,126,2,6,62,"3,331"
008600,0,0,0,0,0,0,0,0
008800,739,56,12,285,0,12,65,"2,038"
009000,324,60,1,"1,303",1,7,29,"1,269"
009200,667,128,10,"2,245",8,5,83,"2,242"
009400,"1,114",67,15,"3,443",4,15,51,"1,096"
009600,668,105,15,"1,604",2,12,55,"3,665"
009800,380,84,5,"2,858",0,7,55,"3,635"
010000,575,82,9,"3,506",3,32,87,"2,443"
010100,"1,055",112,6,207,3,32,74,"2,604"
010200,513,51,2,"3,569",1,9,69,"1,408"
010400,478,46,7,"4,898",0,5,102,372
010600,300,36,11,"4,744",1,10,50,699
010800,589,43,10,"3,846",0,9,33,750
011000,441,38,0,770,2,0,33,"1,157"
011200,"2,597",125,12,"1,434",0,27,62,"2,179"
011400,"2,259",194,1,805,0,37,70,610
011600,653,31,2,"3,646",1,30,30,423
011700,"1,011",119,8,171,0,23,53,979
011800,231,7,1,"1,756",0,1,17,240
011900,910,117,4,69,0,8,26,396
012000,108,2,0,"1,020",0,0,3,135
012100,836,83,1,102,0,3,52,542
012200,713,51,5,"2,099",0,5,42,"2,424"
012600,"1,064",60,0,900,0,11,81,536
012700,720,"1,119",12,127,1,6,72,"1,450"
012801,684,21,0,"1,207",0,2,28,175
012901,"1,159",250,4,138,1,4,66,537
012902,"1,263",201,6,101,0,6,70,317
013000,"2,532",79,4,897,1,14,132,"1,133"
013100,"2,139",541,2,249,1,8,124,764
013200,"1,048",13,0,821,0,2,33,322
013300,"2,509",245,6,255,0,9,147,559
013400,"2,550",74,2,575,0,10,89,607
013500,"2,427",223,3,279,0,18,154,492
013600,"2,662",30,7,454,1,7,99,667
013700,"1,949",256,3,144,1,17,107,580
013800,"2,206",47,4,395,1,11,49,455
013900,"2,188",342,1,203,0,12,90,645
014000,"1,444",15,0,150,0,6,25,186
014100,"1,840",121,0,234,2,22,86,712
014200,"2,142",45,9,449,0,9,62,507
014300,"1,613",129,1,251,3,21,75,"1,394"
014500,"1,825",197,7,201,2,34,91,"1,822"
014700,995,99,1,100,0,5,53,831
014800,"1,042",5,0,83,0,0,3,76
014900,"3,309",248,8,282,2,20,149,958
015000,"1,297",0,0,180,0,0,8,89
015100,"2,701",122,2,226,1,14,129,383
015200,"1,615",24,0,354,1,8,46,261
015300,"2,160",271,2,206,0,26,77,299
015400,0,0,0,0,0,0,0,0
015500,"2,564",147,4,174,0,8,96,279
015700,"3,223",192,5,250,4,26,130,305
015900,"3,845",382,9,260,1,33,163,343
016000,"2,343",132,4,768,2,32,97,839
016100,"1,869",450,3,208,3,10,115,417
016200,"1,382",85,2,261,3,11,38,300
016300,"1,533",756,11,203,0,15,126,347
016400,239,188,7,47,0,10,29,244
016500,"4,223",189,3,235,2,22,136,331
016600,"1,884",3,1,80,0,1,17,73
016700,"3,660",156,5,227,1,18,123,448
016800,"1,151",1,7,243,0,7,16,85
016900,"2,760",193,4,450,0,22,109,959
017000,"1,829",16,5,"1,053",3,0,24,324
017100,"2,970",94,3,272,0,14,90,306
017200,"1,583",11,0,"1,000",0,3,32,302
017400,"1,134",4,3,484,0,4,19,145
017500,3,0,0,0,0,0,0,2
017600,"1,221",24,1,642,0,0,42,365
017700,0,0,0,0,0,0,0,0
017800,"1,185",22,1,"1,129",0,19,41,501
017900,708,"2,156",3,165,2,5,101,484
018000,"1,444",12,1,"1,040",4,5,28,659
018100,"2,021","1,070",7,238,1,23,168,408
018200,"1,185",15,1,"1,600",0,10,44,308
018300,"1,343",577,0,155,0,7,127,291
018400,"1,188",4,0,709,0,1,23,77
018501,203,"2,260",15,200,0,9,71,"1,069"
018600,"1,072",23,0,861,0,4,25,139
018700,545,375,1,77,0,10,60,343
018800,"1,482",15,0,820,0,9,16,298
019000,"1,669",48,6,"1,852",5,13,62,"1,127"
019100,885,629,4,107,0,13,77,617
019200,"1,437",24,0,788,0,9,51,463
019300,"1,946","2,319",12,479,4,21,150,697
019400,982,14,1,"1,655",3,9,38,603
019500,"1,320","1,262",9,186,0,12,137,440
019600,"1,969",21,3,"1,495",0,6,27,832
